note_id;last modification time;tags;Rank;Word;IPA;Part-of-Speech 1;Definition 1;Definition 1 Russian;German 1;English 1;Russian 1;Part-of-Speech 2;Definition 2;Definition 2 Russian;German 2;English 2;Russian 2;Part-of-Speech 3;Definition 3;Definition 3 Russian;German 3;English 3;Russian 3;Frequency;WordAudio;Level;WordFamily;Conjugation;SentenceAudio1;SentenceAudio2;SentenceAudio3;Image;Morphology Russain
1679807417970;1784823542;A2 adj;1275;gesund;ɡəˈzʊnt;adj;healthy;здоровый;Ihr Baby ist gesund.;Her baby is healthy.;Ваш ребенок здоров.;;;;;;;;;;;;;69.2926853044605 | 0.870164738443551;;A2;;;;;;;
1679807417971;1784823544;A1 verb;1276;danken, dankt, dankte, hat gedankt;ˈdaŋkn̩;verb;to thank;благодарить;Ich möchte mich für ihre Aufmerksamkeit bedanken!;I would like to thank you for your attention!;Я хотел бы поблагодарить вас за внимание!;;;;;;;;;;;;;69.2434017445 | 0.833330464933368;;A1;;ichdankedudankster/sie/esdanktwirdankenihrdanktsie/SiedankenPrät. ich dankte | Perf. ich habe gedankt;;;;;
1679807417972;1784823545;A1 der;1277;der Fußball, -̈e;ˈfuːsˌbal;der;soccer, soccer ball;футбол;Beim Fußball hat jede Mannschaft elf Spieler.;In soccer, each team has eleven players.;В футболе в каждой команде по одиннадцать игроков.;;;;;;;;;;;;;69.2434017445 | 0.745332282627801;;A1;;;;;;;
1679807417973;1784823546;B1 der;1278;der Umstand, -̈e;ˈʊmʃtant;der;circumstance;обстоятельство;Wenn es die Umstände erlauben, gründen Katarina und Marc bald eine Familie.;If circumstances allow, Katarina and Marc will soon start a family.;Если обстоятельства позволят, Катарина и Марк скоро создадут семью.;;;;;;;;;;;;;69.1941181845395 | 0.923148199146696;;B1;;;;;;;
1679807417974;1784823547;A1 verb;1279;einladen, lädt ein, lud ein, hat eingeladen;ˈaɪ̯nˌlaːdn̩;verb;to invite, load;приглашать;Ich möchte dich gern zu meiner Party einladen.;I’d like to invite you to my party.;Я хотел бы пригласить тебя на свою вечеринку.;;;загружать;;;;;;загружать;;;;68.947700384737 | 0.918497497959534;;A1;;ichlade eindulädest einer/sie/eslädt einwirladen einihrlädt einsie/Sieladen einPrät. ich lud ein | Perf. ich habe eingeladen;;;;;
1679807417975;1784823549;B1 das;1280;Kilogramm, kg;kiloˈɡʁam;das;kilogram;килограмм;Ein Kilogramm entspricht 1.000 Gramm.;One kilogram equals 1,000 grams.;Один килограмм соответствует 1 000 граммов.;;;;;;;;;;;;;68.947700384737 | 0.818535894215609;;B1;;;;;;;
1679807417976;1784823550;A2 adj;1281;warm;vaʁm;adj;warm;теплый;Draußen ist es warm.;It’s warm outside.;На улице тепло.;;;;;;;;;;;;;68.947700384737 | 0.905689957748479;;A2;;;;;;;
1679807417977;1784823551;B1 die;1282;die Integration, -en;ɪnteɡʁaˈt͡si̯oːn;die;integration;интеграция;Diese Maßnahmen fördern die Integration von neuen Schülern.;These measures promote the integration of new students.;Эти меры способствуют интеграции новых учеников.;;;;;;;;;;;;;68.8984168247765 | 0.848006701678605;;B1;;;;;;;
1679807417978;1784823552;A2 der;1283;der Nachbar, -n;ˈnaxˌbaːɐ̯;der;neighbor;сосед;Wenn unsere Nachbarn kochen, kann man es im ganzen Haus riechen.;When our neighbors cook, you can smell it in the entire house.;Когда наши соседи готовят, это можно почувствовать во всем доме.;;;;;;;;;;;;;68.849133264816 | 0.919197562592622;;A2;;;;;;;
1679807417979;1784823553;adj B1;1284;maximal;maksiˈmaːl;adj;maximum;максимальный;Nimm das Medikament zweimal täglich um die maximale Wirkung zu erzielen.;Take the medicine twice a day to attain the maximum effect.;Принимайте лекарство дважды в день, чтобы достичь максимального эффекта.;;;;;;;;;;;;;68.7998497048555 | 0.870424970169506;;B1;;;;;;;
1679807417980;1784823554;B1 die;1285;die Figur, -en;fiˈɡuːɐ̯;die;figure;фигура;Nachdem er zugenommen hatte, möchte er nun seine alte Figur zurück.;After gaining weight, he now wants to get his former figure back.;После того как он поправился, он теперь хочет вернуть свою прежнюю фигуру.;;;;;;;;;;;;;68.7012825849345 | 0.84060545864033;;B1;;;;;;;
1679807417981;1784823565;B1 die;1286;die Freude, -n;ˈfʁɔɪ̯də;die;joy;радость;Es ist mir eine große Freude, meine Kinder spielen und lachen zu sehen.;It gives me great joy to see my children play and laugh.;Для меня большая радость видеть, как мои дети играют и смеются.;;;;;;;;;;;;;68.7012825849345 | 0.909761394407644;;B1;;;;;;;
1679807417982;1784823566;adj B1;1287;offiziell;ɔfiˈt͡si̯ɛl;adj;official;официальный;Nur wenige Journalisten dürfen an dem offiziellen Treffen teilnehmen.;Only a few journalists are allowed to attend the official meeting.;Только немногие журналисты могут принять участие в официальной встрече.;;;;;;;;;;;;;68.7012825849345 | 0.90478990700702;;B1;;;;;;;
1679807417983;1784823567;adj B1;1288;außen;ˈaʊ̯sn̩;adj;outside;внешний;Die Treppe ist außen und führt hinunter in den Garten.;The stairs are outside and lead down into the garden.;Лестница находится снаружи и ведет вниз в сад.;;;;;;;;;;;;;68.6027154650135 | 0.921329029639771;;B1;;;;;;;
1679807417984;1784823569;B1 der;1289;der Kreis, -e;kʁaɪ̯s;der;circle, district;круг;Jeden Morgen sitzen die Schüler im Kreis.;Every morning the students sit in a circle.;Каждое утро ученики сидят в кругу.;;;район;;;;;;округ;;;;68.6027154650135 | 0.935858206832648;;B1;;;;;;;
1679807417985;1784823570;B1 verb;1290;nicken, nickt, nickte, hat genickt;ˈnɪkn̩;verb;to nod;кивать;Während Jana erzählt, nicken ihre Freundinnen in Zustimmung mit den Köpfen.;While Jana reports, her friends nod their heads in agreement.;Пока Яна рассказывает, её подруги согласно кивают головами.;;;;;;;;;;;;;68.553431905053 | 0.802885269431023;;B1;;ichnickedunickster/sie/esnicktwirnickenihrnicktsie/SienickenPrät. ich nickte | Perf. ich habe genickt;;;;;
1679807417986;1784823572;adj B1;1291;digital;diɡiˈtaːl;adj;digital;цифровой;Ich mache Fotos mit einer digitalen Kamera.;I take pictures with a digital camera.;Я делаю фотографии цифровой камерой.;;;;;;;;;;;;;68.5041483450925 | 0.823150766768614;;B1;;;;;;;
1679807417987;1784823573;adj B1;1292;unbekannt;ˈʊnbəkant;adj;unknown;неизвестный;Die Informationen stammen aus einer unbekannten Quelle.;The information comes from an unknown source.;Информация поступает из неизвестного источника.;;;;;;;;;;;;;68.4055812251716 | 0.907742028264519;;B1;;;;;;;
1679807417988;1784823574;A2 das;1293;das Gericht, -e;ɡəˈʁɪçt;das;court, dish;суд;Sie ist Richterin und arbeitet am Gericht.;She’s a judge and works at the court.;Она судья и работает в суде.;;;блюдо;;;;;;;;;;68.3562976652111 | 0.885588235780291;;A2;;;;;;;
1679807417989;1784823575;B1 verb;1294;schätzen, schätzt, schätzte, hat geschätzt;ˈʃɛt͡sn̩;verb;to estimate, value;оценивать;Sie schätzen, dass die Arbeit in zwei Wochen erledigt sein wird.;They estimate that the work will be done in two weeks.;Они оценивают, что работа будет выполнена через две недели.;;;;;;;;;;;;;68.3562976652111 | 0.941034348404979;;B1;;ichschätzeduschätzter/sie/esschätztwirschätzenihrschätztsie/SieschätzenPrät. ich schätzte | Perf. ich habe geschätzt;;;;;
1679807417990;1784823576;A2 verb;1295;organisieren, organisiert, organisierte, hat organisiert;ɔʁɡaniˈziːʁən;verb;to organize;организовывать;In ihrem Job muss sie Veranstaltungen organisieren.;In her job she has to organize events.;На своей работе она должна организовывать мероприятия.;;;;;;;;;;;;;68.3070141052506 | 0.930151971960573;;A2;;ichorganisiereduorganisierster/sie/esorganisiertwirorganisierenihrorganisiertsie/SieorganisierenPrät. ich organisierte | Perf. ich habe organisiert;;;;;
1679807417991;1784823577;B1 der;1296;der Aspekt, -e;asˈpɛkt;der;aspect;аспект;Dieser Aspekt sollte berücksichtigt werden.;This aspect should be taken into consideration.;Этот аспект следует принять во внимание.;;;;;;;;;;;;;68.2577305452901 | 0.835623100390288;;B1;;;;;;;
1679807417992;1784823578;B1 verb;1297;verzichten, verzichtet, verzichtete, hat verzichtet;fɛɐ̯ˈt͡sɪçtn̩;verb;to do without;отказываться;Die Familie möchte auf Fleisch verzichten.;The family wants to do without meat.;Семья хочет отказаться от мяса.;;;;;;;;;;;;;68.2577305452901 | 0.928294148454977;;B1;;ichverzichteduverzichtester/sie/esverzichtetwirverzichtenihrverzichtetsie/SieverzichtenPrät. ich verzichtete | Perf. ich habe verzichtet;;;;;
1679807417993;1784823579;B1 verb;1298;bemerken, bemerkt, bemerkte, hat bemerkt;bəˈmɛʁkn̩;verb;to notice;замечать;Ich habe noch gar nicht bemerkt, dass Mark heute nicht da ist.;I haven’t even noticed that Mark’s not here today.;Я еще даже не заметил, что Марка сегодня нет.;;;;;;;;;;;;;68.0605963054481 | 0.880073810741303;;B1;;ichbemerkedubemerkster/sie/esbemerktwirbemerkenihrbemerktsie/SiebemerkenPrät. ich bemerkte | Perf. ich habe bemerkt;;;;;
1679807417994;1784823580;A1 der;1299;der Kaffee, -s;ˈkafe;der;coffee;кофе;Der Kaffee riecht fantastisch.;The coffee smells fantastic.;Кофе пахнет фантастически.;;;;;;;;;;;;;68.0113127454876 | 0.879257799258392;;A1;;;;;;;
1679807417995;1784823582;adv B1 das;1300;das Leid;laɪ̯t;das;sorrow, grief;страдание;Nach dem Tod ihres Mannes hat sie viel Leid erfahren.;She experienced much suffering after her husband’s death.;После смерти своего мужа она испытала много страданий.;adv;(be) tired (of);сытый;Ich bin es leid, dass du immer lügst.;I’m tired of you always lying.;Я сыт по горло тем, что ты постоянно лжешь.;;;;;;;68.0113127454876 | 0.852705881050797;;B1;;;;;;;
1679807417996;1784823583;adj B1;1301;still;ʃtɪl;adj;still, quiet;тихий;Ich möchte, dass du still bist, wenn ich telefoniere.;I want you to be quiet when I’m on the phone.;Я хочу, чтобы ты был тихим, когда я разговариваю по телефону.;;;;;;;;;;;;;68.0113127454876 | 0.885621417621933;;B1;;;;;;;
1679807417997;1784823583;B1 verb;1302;leiten, leitet, leitete, hat geleitet;ˈlaɪ̯tn̩;verb;to lead;руководить;Sie leitet den Kurs mit viel Energie.;She leads the course with a lot of energy.;Она руководит курсом с большой энергией.;;;;;;;;;;;;;67.9620291855271 | 0.944770496576051;;B1;;ichleiteduleitester/sie/esleitetwirleitenihrleitetsie/SieleitenPrät. ich leitete | Perf. ich habe geleitet;;;;;
1679807417998;1784823585;B1 der;1303;der Vertreter, -;fɛɐ̯ˈtʁeːtɐ;der;representative;представитель;Wir treffen uns mit Vertretern aus Wirtschaft und Politik.;We are meeting with representatives from business and politics.;Мы встречаемся с представителями экономики и политики.;;;;;;;;;;;;;67.9127456255666 | 0.900075285334597;;B1;;;;;;;
1679807417999;1784823586;B1 die;1304;die Statistik, -en;ʃtaˈtɪstɪk;die;statistics;статистика;Die Statistiken zeigen einen deutlichen Anstieg der Temperatur.;Statistics show a significant increase in temperature.;Статистика показывает заметный рост температуры.;;;;;;;;;;;;;67.7648949456851 | 0.565027524878623;;B1;;;;;;;
1679807418000;1784823587;A1 die;1305;die Heimat, -en;ˈhaɪ̯maːt;die;home, homeland;родина;Obwohl er in Deutschland geboren ist, ist Frankreich seine Heimat.;Although he was born in Germany, France is his home.;Хотя он родился в Германии, Франция — его родина.;;;;;;;;;;;;;67.7156113857246 | 0.890137545822082;;A1;;;;;;;
1679807418001;1784823588;B1 der;1306;Milliliter, ml;ˈmɪliˌliːtɐ;der;milliliter;миллилитр;In der Flasche sind 500 Milliliter Wasser.;There are 500 milliliters of water in the bottle.;В бутылке 500 миллилитров воды.;;;;;;;;;;;;;67.6663278257641 | 0.625644452698597;;B1;;;;;;;
1679807418002;1784823590;B1 verb;1307;zurückkehren, kehrt zurück, kehrte zurück, ist zurückgekehrt;t͡suˈʁʏkˌkeːʁən;verb;to return;возвращаться;Robert kehrt nach Jahren im Ausland nach Hause zurück.;Robert returns home after years abroad.;Роберт возвращается домой после многих лет за границей.;;;;;;;;;;;;;67.6663278257641 | 0.916607697336832;;B1;;ichkehre zurückdukehrst zurücker/sie/eskehrt zurückwirkehren zurückihrkehrt zurücksie/Siekehren zurückPrät. ich kehrte zurück | Perf. ich bin zurückgekehrt;;;;;
1679807418003;1784823591;B1 der;1308;der Gegenstand, -̈e;ˈɡeːɡn̩ʃtant;der;object;предмет;Kinder sollten nicht mit kleinen Gegenständen spielen.;Children should not play with small objects.;Детям не следует играть с мелкими предметами.;;;;;;;;;;;;;67.4199100259616 | 0.861714183463225;;B1;;;;;;;
1679807418004;1784823592;A1 pron;1309;euer;ˈɔɪ̯ɐ;pron;your;ваш;Mama, Papa, kann ich mir euer Auto ausleihen?;Mom, Dad, can I borrow your car?;Мама, папа, можно мне одолжить ваш автомобиль?;;;;;;;;;;;;;67.3706264660011 | 0.848384164097682;;A1;;;;;;;
1679807418005;1784823593;B1 verb;1310;umsetzen, setzt um, setzte um, hat umgesetzt;ˈʊmˌzɛt͡sn̩;verb;to implement, move, put (into practice);реализовать;Er braucht viel Geld, um seinen Plan umzusetzen.;He needs a lot of money to implement his plan.;Ему нужно много денег, чтобы реализовать свой план.;;;;;;;;;;;;;67.3706264660011 | 0.906154058139448;;B1;;ichsetze umdusetzt umer/sie/essetzt umwirsetzen umihrsetzt umsie/Siesetzen umPrät. ich setzte um | Perf. ich habe umgesetzt;;;;;
1679807418006;1784823594;B1 verb;1311;betreiben, betreibt, betrieb, hat betrieben;bəˈtʁaɪ̯bn̩;verb;to proceed with, operate, run;управлять;Nach dem Studium wollen sie ein Restaurant betreiben.;After their studies they want to run a restaurant.;После учебы они хотят управлять рестораном.;;;;;;;;;;;;;67.3213429060406 | 0.925291058814217;;B1;;ichbetreibedubetreibster/sie/esbetreibtwirbetreibenihrbetreibtsie/SiebetreibenPrät. ich betrieb | Perf. ich habe betrieben;;;;;
1679807418007;1784823595;B1 die;1312;die Zusammenarbeit;t͡suˈzamənˌʔaʁbaɪ̯t;die;cooperation;сотрудничество;Beide Länder profitieren von der engen Zusammenarbeit.;Both countries profit from the close cooperation.;Обе страны выигрывают от тесного сотрудничества.;;;;;;;;;;;;;67.3213429060406 | 0.855890281522669;;B1;;;;;;;
1679807418008;1784823597;A1 verb;1313;enden, endet, endete, hat geendet;ˈɛndn̩;verb;to end;заканчиваться;Das Semester endet im März.;The semester ends in March.;Семестр заканчивается в марте.;;;;;;;;;;;;;67.2720593460801 | 0.931590699185469;;A1;;ichendeduendester/sie/esendetwirendenihrendetsie/SieendenPrät. ich endete | Perf. ich habe geendet;;;;;
