Word	Annotation	Sense	Part of Speech	Level	Russian	English
dynamisch	dynamisch		adj	B2+	динамичный	dynamic
eben, ebend	eben, ebend		adv, part	B1	просто	just, now
ebenda	ebenda		adv	B1	там же	ibidem, at the same place
Ebene	die Ebene, -n		die	A2	уровень	plane, level
ebenfalls	ebenfalls		adv	B1	также	likewise, also, as well
ebenso	ebenso		adv	B1	аналогично	just as, as much as, as well
echt	echt		adj	A2	настоящий	genuine, real
Ecke	die Ecke, -n		die	A1	угол	corner
Effekt	der Effekt, -e		der	B1	эффект	effect
effektiv	effektiv		adj	B2+	эффективный	effective
effizient	effizient		adj	B2+	эффективный	efficient
Effizienz	die Effizienz, -en		die	B2+	эффективность	efficiency
egal	egal		adv	A2	неважно	(it’s all) the same, indifferent
Ehe	die Ehe, -n		die	B1	брак	marriage
ehe	ehe		conj	B1	брак	before
Ehefrau	die Ehefrau, -en		die	A1	жена	wife
ehemalig	ehemalig		adj	A2	бывший	former
Ehemann	der Ehemann, -̈er		der	A1	муж	husband
Ehepaar	das Ehepaar, -e		das	B1	супружеская пара	(married) couple
eher	eher		adv	B1	скорее	sooner, earlier, more likely, rather
Ehre	die Ehre, -n		die	B1	честь	honor
ehren, ehrt, ehrte, hat geehrt	ehren, ehrt, ehrte, hat geehrt		verb	B1	честь	to honor
ehrenamtlich	ehrenamtlich		adj	B2+	добровольный	honorary, voluntary
ehrlich	ehrlich		adj	B1	честно	honest
Ei	das Ei, -er		das	A1	яйцо	egg
eigen	eigen		adj	A2	собственный	own
eigens	eigens		adv	B2+	собственный	especially, specifically
Eigenschaft	die Eigenschaft, -en		die	A2	собственность	quality
eigenständig	eigenständig		adj	B2+	независимо	independent
eigentlich	eigentlich		adj, adv, part	A2	на самом деле	actual, real; actually
Eigentum	das Eigentum, -e		das	B2+	собственность	property
Eigentümer	der Eigentümer, -		der	B2+	владелец	owner
eignen, eignet, eignete, hat geeignet	eignen (sich), eignet, eignete, hat geeignet		verb	B1	подходящий	to be suitable
eilen, eilt, eilte, hat geeilt	eilen, eilt, eilte, hat geeilt		verb	B1	торопиться	to hurry
ein	ein		art, pron	A1	а	a, an; one (of)
einander	einander		adv	B1	друг друга	each other
einbauen, baut ein, baute ein, hat eingebaut	einbauen, baut ein, baute ein, hat eingebaut		verb	B2+	установить	to install, build in, fit
einbeziehen, bezieht ein, bezog ein, hat einbezogen	einbeziehen, bezieht ein, bezog ein, hat einbezogen		verb	B2+	включать	to include
einbinden, bindet ein, band ein, hat eingebunden	einbinden, bindet ein, band ein, hat eingebunden		verb	B2+	включать	to involve, integrate
Einblick	der Einblick, -e		der	B2+	понимание	insight
einbringen, bringt ein, brachte ein, hat eingebracht	einbringen, bringt ein, brachte ein, hat eingebracht		verb	B2+	внес	to bring in, contribute
Einbruch	der Einbruch, -̈e		der	B1	кража со взломом	break-in, burglary, slump, decline
eindeutig	eindeutig		adj	B1	ясно	clear
eindringen, dringt ein, drang ein, ist eingedrungen	eindringen, dringt ein, drang ein, ist eingedrungen		verb	B2+	проникнуть	to enter, penetrate
Eindruck	der Eindruck, -̈e		der	B1	впечатление	impression
einer	einer		pron	A1	один	(some)one
einerseits	einerseits		adv	B1	с одной стороны	on the one hand
einfach	einfach		adj, part	A1	легко	simple, easy; simply
einfallen, fällt ein, fiel ein, ist eingefallen	einfallen, fällt ein, fiel ein, ist eingefallen		verb	B1	произошло	to occur, remind, remember, collapse
Einfluss	der Einfluss, -̈e		der	B1	влияние	influence
einführen, führt ein, führte ein, hat eingeführt	einführen, führt ein, führte ein, hat eingeführt		verb	B1	представить	to introduce, import
Einführung	die Einführung, -en		die	B1	введение	introduction
Eingang	der Eingang, -̈e		der	A1	вход	entrance
eingeben, gibt ein, gab ein, hat eingegeben	eingeben, gibt ein, gab ein, hat eingegeben		verb	B2+	войти	to enter, input, put in
eingehen, geht ein, ging ein, ist eingegangen	eingehen, geht ein, ging ein, ist eingegangen		verb	A2	зашел	to mention, discuss, react to, cater
eingreifen, greift ein, griff ein, hat eingegriffen	eingreifen, greift ein, griff ein, hat eingegriffen		verb	B2+	вмешаться	to intervene
Eingriff	der Eingriff, -e		der	B2+	вмешательство	intervention, interference
einhalten, hält ein, hielt ein, hat eingehalten	einhalten, hält ein, hielt ein, hat eingehalten		verb	B2+	соблюдать	to observe
einheimisch	einheimisch		adj	B1	родной	native
Einheit	die Einheit, -en		die	A2	единство	unity, unit, entity
einheitlich	einheitlich		adj	B1	униформа	uniform, standardized
einhergehen, geht einher, ging einher, ist einhergegangen	einhergehen, geht einher, ging einher, ist einhergegangen		verb	B2+	идти	to be accompanied
einholen, holt ein, holte ein, hat eingeholt	einholen, holt ein, holte ein, hat eingeholt		verb	B2+	догнать	to pull in, catch up
einig	einig		adj	A2	согласен	agreed
einige	einige		pron	A1	некоторые	a few, some
einigen, einigt, einigte, hat geeinigt	einigen, einigt, einigte, hat geeinigt		verb	B1	согласен	to unite, agree
einigermaßen	einigermaßen		adv	B2+	в некоторой степени	somewhat, fairly, reasonably
Einigung	die Einigung, -en		die	B2+	соглашение	agreement
Einkauf	der Einkauf, -̈e		der	B1	покупка	purchase, shopping
einkaufen, kauft ein, kaufte ein, hat eingekauft	einkaufen, kauft ein, kaufte ein, hat eingekauft		verb	A1	шоппинг	to shop
Einkommen	das Einkommen, -		das	B1	доход	income
einladen, lädt ein, lud ein, hat eingeladen	einladen, lädt ein, lud ein, hat eingeladen		verb	A1	пригласить	to invite, load
Einladung	die Einladung, -en		die	A1	приглашение	invitation
einlassen, lässt ein, ließ ein, hat eingelassen	einlassen, lässt ein, ließ ein, hat eingelassen		verb	B2+	впустил	to let in, get involved
einlegen, legt ein, legte ein, hat eingelegt	einlegen, legt ein, legte ein, hat eingelegt		verb	B2+	вложил	to put in, insert
einleiten, leitet ein, leitete ein, hat eingeleitet	einleiten, leitet ein, leitete ein, hat eingeleitet		verb	B2+	инициировать	to introduce
Einleitung	die Einleitung, -en		die	B2+	введение	introduction
einmal	einmal		adv	A1	однажды	once
einmalig	einmalig		adj	B2+	уникальный	unique, fantastic
Einnahme	die Einnahme, -n		die	B1	прием	income, receipts, revenue
einnehmen, nimmt ein, nahm ein, hat eingenommen	einnehmen, nimmt ein, nahm ein, hat eingenommen		verb	B1	взять	to take (up/in)
einordnen, ordnet ein, ordnete ein, hat eingeordnet	einordnen, ordnet ein, ordnete ein, hat eingeordnet		verb	B2+	классифицировать	to file, rank, get in lane
einräumen, räumt ein, räumte ein, hat eingeräumt	einräumen, räumt ein, räumte ein, hat eingeräumt		verb	B2+	признаться	to put away, admit, concede
einreichen, reicht ein, reichte ein, hat eingereicht	einreichen, reicht ein, reichte ein, hat eingereicht		verb	B2+	представить	to submit
einrichten, richtet ein, richtete ein, hat eingerichtet	einrichten, richtet ein, richtete ein, hat eingerichtet		verb	B1	настроил	to furnish
Einrichtung	die Einrichtung, -en		die	B1	объект	institution, furnishings
eins	eins		num	A2	один	one
einsam	einsam		adj	B1	одинокий	lonely, isolated
Einsatz	der Einsatz, -̈e		der	A2	использование	insert, use, application, assignment
einschalten, schaltet ein, schaltete ein, hat eingeschaltet	einschalten, schaltet ein, schaltete ein, hat eingeschaltet		verb	B1	включить	to switch on
einschätzen, schätzt ein, schätzte ein, hat eingeschätzt	einschätzen, schätzt ein, schätzte ein, hat eingeschätzt		verb	B2+	оценивать	to judge, assess
Einschätzung	die Einschätzung, -en		die	B2+	оценка	opinion, assessment, evaluation
einschlafen, schläft ein, schlief ein, ist eingeschlafen	einschlafen, schläft ein, schlief ein, ist eingeschlafen		verb	B2+	заснуть	to fall asleep
einschlagen, schlägt ein, schlug ein, hat eingeschlagen	einschlagen, schlägt ein, schlug ein, hat eingeschlagen		verb	B2+	ударить	to hammer in, smash, take
einschließen, schließt ein, schloss ein, hat eingeschlossen	einschließen, schließt ein, schloss ein, hat eingeschlossen		verb	B2+	включать	to lock up, involve, include
einschließlich	einschließlich		prep	B1	в том числе	including
einschränken, schränkt ein, schränkte ein, hat eingeschränkt	einschränken, schränkt ein, schränkte ein, hat eingeschränkt		verb	B1	ограничивать	to restrict, reduce
Einschränkung	die Einschränkung, -en		die	B2+	ограничение	restriction
einsehen, sieht ein, sah ein, hat eingesehen	einsehen, sieht ein, sah ein, hat eingesehen		verb	B2+	видеть	to see, realize, look into
einseitig	einseitig		adj	B2+	односторонний	one-sided
einsetzen, setzt ein, setzte ein, hat eingesetzt	einsetzen, setzt ein, setzte ein, hat eingesetzt		verb	B1	вставил	to put in, insert
Einsicht	die Einsicht, -en		die	B2+	понимание	view, insight
einst	einst		adv	B1	однажды	once, at one time, one day
einsteigen, steigt ein, stieg ein, ist eingestiegen	einsteigen, steigt ein, stieg ein, ist eingestiegen		verb	A1	войти	to board, get in
einstellen, stellt ein, stellte ein, hat eingestellt	einstellen, stellt ein, stellte ein, hat eingestellt		verb	B1	нанять	to adjust, employ, stop, discontinue
Einstellung	die Einstellung, -en		die	B1	настройка	attitude, employment
Einstieg	der Einstieg, -e		der	B2+	вход	entry
einstig	einstig		adj	B2+	раньше	former
einstufen, stuft ein, stufte ein, hat eingestuft	einstufen, stuft ein, stufte ein, hat eingestuft		verb	B2+	классифицировать	to classify, rate, rank
einteilen, teilt ein, teilte ein, hat eingeteilt	einteilen, teilt ein, teilte ein, hat eingeteilt		verb	B2+	разделить	to organize, arrange, divide into
Einteilung	die Einteilung, -en		die	B2+	классификация	classification, division
eintragen, trägt ein, trug ein, hat eingetragen	eintragen, trägt ein, trug ein, hat eingetragen		verb	A2	войти	to enter, record, register
eintreffen, trifft ein, traf ein, ist eingetroffen	eintreffen, trifft ein, traf ein, ist eingetroffen		verb	B2+	приехать	to arrive, come true, happen
eintreten, tritt ein, trat ein, hat eingetreten	eintreten, tritt ein, trat ein, hat eingetreten		verb	B1	войти	to enter, join, occur
Eintritt	der Eintritt, -e		der	A1	вход	entry, admission
einverstanden	einverstanden		adj	B1	согласен	(to be) in agreement
Einwohner	der Einwohner, -		der	B1	жители	inhabitant
Einzelfall	der Einzelfall, -̈e		der	B2+	индивидуальный случай	individual case
Einzelheit	die Einzelheit, -en		die	B1	деталь	detail
einzeln	einzeln		adj	B1	индивидуально	individual, single, separately
einziehen, zieht ein, zog ein, hat eingezogen	einziehen, zieht ein, zog ein, hat eingezogen		verb	A2	въехать	to move in
einzig	einzig		adj	B1	только	only, single
einzigartig	einzigartig		adj	B2+	уникальный	unique
Einzige	Einzige		der, die	B2+	только один	only one
Eis	das Eis		das	A2	мороженое	ice, ice cream
Eisen	das Eisen, -		das	B2+	железо	iron
Eizelle	die Eizelle, -n		die	B2+	яйцеклетка	ovum, egg cell
elastisch	elastisch		adj	B2+	эластичный	elastic
elegant	elegant		adj	B1	элегантный	elegant
elektrisch	elektrisch		adj	B1	электрический	electric
Elektroauto	das Elektroauto, -s		das	B2+	электромобиль	electric car
elektromagnetisch	elektromagnetisch		adj	B2+	электромагнитный	electromagnetic
Elektron	das Elektron, -en		das	A2	электрон	electron
elektronisch	elektronisch		adj	B1	в электронном виде	electronic
Element	das Element, -e		das	A2	элемент	element
elementar	elementar		adj	B2+	элементарный	elementary, basic
elf	elf		num	A1	одиннадцать	eleven
Eltern	Eltern		die (pl)	A1	родители	parents
E-Mail	die E-Mail, -s		die, das	A1	электронная почта	e-mail
Embryo	der Embryo, -ne		der	B2+	эмбрион	embryo
Emotion	die Emotion, -en		die	B2+	эмоция	emotion
emotional	emotional		adj	B1	эмоциональный	emotional
Empfang	der Empfang, -̈e		der	B2+	прием	reception
empfangen, empfängt, empfing, hat empfangen	empfangen, empfängt, empfing, hat empfangen		verb	B1	получил	to receive
Empfänger	der Empfänger, -		der	A1	получатель	recipient
empfehlen, empfiehlt, empfahl, hat empfohlen	empfehlen, empfiehlt, empfahl, hat empfohlen		verb	A1	рекомендую	to recommend
Empfehlung	die Empfehlung, -en		die	B2+	рекомендация	recommendation
empfinden, empfindet, empfand, hat empfunden	empfinden, empfindet, empfand, hat empfunden		verb	B1	чувствовать	to feel
empfindlich	empfindlich		adj	B2+	чувствительный	sensitive
empirisch	empirisch		adj	B1	эмпирический	empirical
Ende	das Ende, -n		das	A1	конец	end
enden, endet, endete, hat geendet	enden, endet, endete, hat geendet		verb	A1	конец	to end
endgültig	endgültig		adj	B1	финальный	final
endlich	endlich		adv	A2	наконец	finally, at last
endlos	endlos		adj	B2+	бесконечный	endless, infinite
Energie	die Energie, -n		die	B1	энергия	energy
Energiewirtschaft	die Energiewirtschaft		die	B2+	энергетика	energy industry
eng	eng		adj	A2	тугой	narrow, close
Engagement	das Engagement, -s		das	B1	обязательство	commitment
engagieren, engagiert, engagierte, hat engagiert	engagieren, engagiert, engagierte, hat engagiert		verb	B1	заниматься	to hire, employ, commit, engage
Engel	der Engel, -		der	B2+	ангел	angel
England	England		das	B1	Англия	England
Engländer	der Engländer, -		der	B2+	англичанин	Englishman, English
englisch	englisch		adj, das	A2	английский	English; English
Enkel	der Enkel, -		der	B1	внуки	grandson
enorm	enorm		adj	B1	огромный	enormous
Ensemble	das Ensemble, -s		das	B2+	ансамбль	ensemble
entdecken, entdeckt, entdeckte, hat entdeckt	entdecken, entdeckt, entdeckte, hat entdeckt		verb	B1	обнаружить	to discover
Entdeckung	die Entdeckung, -en		die	B2+	открытие	discovery
entfallen, entfällt, entfiel, ist entfallen	entfallen, entfällt, entfiel, ist entfallen		verb	B2+	опущено	to slip (sb’s mind), be dropped
entfalten, entfaltet, entfaltete, hat entfaltet	entfalten, entfaltet, entfaltete, hat entfaltet		verb	B2+	развернуться	to unfold, develop
entfernen, entfernt, entfernte, hat entfernt	entfernen, entfernt, entfernte, hat entfernt		verb	B1	удалить	to remove, leave
