Word	Annotation	Sense	Part of Speech	Level	English
Ensemble	das Ensemble, -s		das	B2+	ensemble
entdecken, entdeckt, entdeckte, hat entdeckt	entdecken, entdeckt, entdeckte, hat entdeckt		verb	B1	to discover
Entdeckung	die Entdeckung, -en		die	B2+	discovery
entfallen, entfällt, entfiel, ist entfallen	entfallen, entfällt, entfiel, ist entfallen		verb	B2+	to slip (sb’s mind), be dropped
entfalten, entfaltet, entfaltete, hat entfaltet	entfalten, entfaltet, entfaltete, hat entfaltet		verb	B2+	to unfold, develop
entfernen, entfernt, entfernte, hat entfernt	entfernen, entfernt, entfernte, hat entfernt		verb	B1	to remove, leave
entfernt	entfernt		adj	B1	distant, away
Entfernung	die Entfernung, -en		die	B1	distance
entgegen	entgegen		prep	B2+	contrary to
entgegenkommen, kommt entgegen, kam entgegen, ist entgegengekommen	entgegenkommen, kommt entgegen, kam entgegen, ist entgegengekommen		verb	B1	to meet, accommodate
entgegensetzen, setzt entgegen, setzte entgegen, hat entgegengesetzt	entgegensetzen, setzt entgegen, setzte entgegen, hat entgegengesetzt		verb	B2+	to oppose, counter
entgehen, entgeht, entging, ist entgangen	entgehen, entgeht, entging, ist entgangen		verb	B2+	to avoid, escape
enthalten, enthält, enthielt, hat enthalten	enthalten, enthält, enthielt, hat enthalten		verb	B1	to contain
entkommen, entkommt, entkam, ist entkommen	entkommen, entkommt, entkam, ist entkommen		verb	B2+	to escape
entlang	entlang		prep	B1	along
entlassen, entlässt, entließ, hat entlassen	entlassen, entlässt, entließ, hat entlassen		verb	B1	to dismiss, fire
entnehmen, entnimmt, entnahm, hat entnommen	entnehmen, entnimmt, entnahm, hat entnommen		verb	B2+	to take from, remove, withdraw, infer
Entropie	die Entropie, -n		die	B2+	entropy
entscheiden, entscheidet, entschied, hat entschieden	entscheiden, entscheidet, entschied, hat entschieden		verb	B1	to decide
entscheidend	entscheidend		adj	A2	decisive
Entscheidung	die Entscheidung, -en		die	B1	decision
entschließen, entschließt, entschloss, hat entschlossen	entschließen (sich), entschließt, entschloss, hat entschlossen		verb	B1	to decide
entschuldigen, entschuldigt, entschuldigte, hat entschuldigt	entschuldigen, entschuldigt, entschuldigte, hat entschuldigt		verb	A1	to excuse, apologize
Entschuldigung	die Entschuldigung, -en		die	A1	apology, excuse
entspannen, entspannt, entspannte, hat entspannt	entspannen, entspannt, entspannte, hat entspannt		verb	B1	to relax
entsprechen, entspricht, entsprach, hat entsprochen	entsprechen, entspricht, entsprach, hat entsprochen		verb	A1	to correspond
entstehen, entsteht, entstand, ist entstanden	entstehen, entsteht, entstand, ist entstanden		verb	B1	to originate, develop
Entstehung	die Entstehung, -en		die	B2+	origin
enttäuschen, enttäuscht, enttäuschte, hat enttäuscht	enttäuschen, enttäuscht, enttäuschte, hat enttäuscht		verb	B1	to disappoint
Enttäuschung	die Enttäuschung, -en		die	B1	disappointment
entweder	entweder		conj	B1	either
entwerfen, entwirft, entwarf, hat entworfen	entwerfen, entwirft, entwarf, hat entworfen		verb	B2+	to design
entwickeln, entwickelt, entwickelte, hat entwickelt	entwickeln, entwickelt, entwickelte, hat entwickelt		verb	B1	to develop
Entwicklung	die Entwicklung, -en		die	B1	development
Entwicklungsland	das Entwicklungsland, -̈er		das	B2+	developing nation
Entwurf	der Entwurf, -̈e		der	B2+	sketch, design, draft
entziehen, entzieht, entzog, hat entzogen	entziehen, entzieht, entzog, hat entzogen		verb	B2+	to take away, remove, draw
Enzym	das Enzym, -e		das	B1	enzyme
Epoche	die Epoche, -n		die	B2+	epoch
er	er		pron	A1	he
erarbeiten, erarbeitet, erarbeitete, hat erarbeitet	erarbeiten, erarbeitet, erarbeitete, hat erarbeitet		verb	B2+	to work for/out
Erbe	das Erbe		das, der	B2+	heritage; heir
erbringen, erbringt, erbrachte, hat erbracht	erbringen, erbringt, erbrachte, hat erbracht		verb	B2+	to raise, produce, show
Erde	die Erde, -n		die	B1	earth, ground, soil
Ereignis	das Ereignis, -se		das	B1	event
erfahren, erfährt, erfuhr, hat erfahren	erfahren, erfährt, erfuhr, hat erfahren		verb	B1	to experience, find out
Erfahrung	die Erfahrung, -en		die	A2	experience
erfassen, erfasst, erfasste, hat erfasst	erfassen, erfasst, erfasste, hat erfasst		verb	B1	to determine, grasp, acquire
erfinden, erfindet, erfand, hat erfunden	erfinden, erfindet, erfand, hat erfunden		verb	B1	to invent
Erfindung	die Erfindung, -en		die	B1	invention
Erfolg	der Erfolg, -e		der	B1	success
erfolgen, erfolgt, erfolgte, ist erfolgt	erfolgen, erfolgt, erfolgte, ist erfolgt		verb	A2	to take place, occur
erfolgreich	erfolgreich		adj	B1	successful
erforderlich	erforderlich		adj	B1	required, necessary
erfordern, erfordert, erforderte, hat erfordert	erfordern, erfordert, erforderte, hat erfordert		verb	B1	to require, demand
erforschen, erforscht, erforschte, hat erforscht	erforschen, erforscht, erforschte, hat erforscht		verb	B2+	to explore, investigate
erfreuen, erfreut, erfreute, hat erfreut	erfreuen, erfreut, erfreute, hat erfreut		verb	B2+	to please, delight
erfüllen, erfüllt, erfüllte, hat erfüllt	erfüllen, erfüllt, erfüllte, hat erfüllt		verb	B1	to grant, fulfill
Erfüllung	die Erfüllung, -en		die	B2+	fulfillment
ergänzen, ergänzt, ergänzte, hat ergänzt	ergänzen, ergänzt, ergänzte, hat ergänzt		verb	B1	to add, complete
Ergänzung	die Ergänzung, -en		die	B2+	supplement, addition
ergeben, ergibt, ergab, hat ergeben	ergeben, ergibt, ergab, hat ergeben		verb	A2	to result in, produce
Ergebnis	das Ergebnis, -se		das	A1	result
ergehen, ergeht, erging, hat ergangen	ergehen, ergeht, erging, hat ergangen		verb	B2+	to fare, be enacted
ergreifen, ergreift, ergriff, hat ergriffen	ergreifen, ergreift, ergriff, hat ergriffen		verb	B2+	to take, seize, grip, capture
erhalten, erhält, erhielt, hat erhalten	erhalten, erhält, erhielt, hat erhalten		verb	B1	to receive
erheben, erhebt, erhob, hat erhoben	erheben, erhebt, erhob, hat erhoben		verb	B1	to raise
erheblich	erheblich		adj	B1	considerable
Erhebung	die Erhebung, -en		die	B2+	survey, elicitation, levying
erhitzen, erhitzt, erhitzte, hat erhitzt	erhitzen, erhitzt, erhitzte, hat erhitzt		verb	B2+	to heat (up)
erhoffen, erhofft, erhoffte, hat erhofft	erhoffen, erhofft, erhoffte, hat erhofft		verb	B2+	to expect, hope for
erhöhen, erhöht, erhöhte, hat erhöht	erhöhen, erhöht, erhöhte, hat erhöht		verb	B1	to raise, increase
Erhöhung	die Erhöhung, -en		die	B1	increase
erholen, erholt, erholte, hat erholt	erholen (sich), erholt, erholte, hat erholt		verb	B1	to recover, relax
erinnern, erinnert, erinnerte, hat erinnert	erinnern, erinnert, erinnerte, hat erinnert		verb	A2	to remind
Erinnerung	die Erinnerung, -en		die	B1	memory
erkennbar	erkennbar		adj	B2+	recognizable, apparent, visible
erkennen, erkennt, erkannte, hat erkannt	erkennen, erkennt, erkannte, hat erkannt		verb	B1	to recognize, admit
Erkenntnis	die Erkenntnis, -se		die	B1	realization, discovery
erklären, erklärt, erklärte, hat erklärt	erklären, erklärt, erklärte, hat erklärt		verb	A1	to explain
Erklärung	die Erklärung, -en		die	B1	explanation
erkranken, erkrankt, erkrankte, ist erkrankt	erkranken, erkrankt, erkrankte, ist erkrankt		verb	B2+	to be taken ill, fall ill
Erkrankung	die Erkrankung, -en		die	B1	illness, disease
erkundigen, erkundigt, erkundigte, hat erkundigt	erkundigen (sich), erkundigt, erkundigte, hat erkundigt		verb	B1	to inquire
erlangen, erlangt, erlangte, hat erlangt	erlangen, erlangt, erlangte, hat erlangt		verb	B2+	to obtain, secure
erlassen, erlässt, erließ, hat erlassen	erlassen, erlässt, erließ, hat erlassen		verb	B2+	to enact, issue
erlauben, erlaubt, erlaubte, hat erlaubt	erlauben, erlaubt, erlaubte, hat erlaubt		verb	A1	to allow, permit
erläutern, erläutert, erläuterte, hat erläutert	erläutern, erläutert, erläuterte, hat erläutert		verb	B1	to explain
erleben, erlebt, erlebte, hat erlebt	erleben, erlebt, erlebte, hat erlebt		verb	B1	to experience
Erlebnis	das Erlebnis, -se		das	B1	experience
erledigen, erledigt, erledigte, hat erledigt	erledigen, erledigt, erledigte, hat erledigt		verb	B1	to settle, take care
erleichtern, erleichtert, erleichterte, hat erleichtert	erleichtern, erleichtert, erleichterte, hat erleichtert		verb	B1	to relieve, make easier
Erleichterung	die Erleichterung, -en		die	B2+	relief
erleiden, erleidet, erlitt, hat erlitten	erleiden, erleidet, erlitt, hat erlitten		verb	B2+	to suffer
erlernen, erlernt, erlernte, hat erlernt	erlernen, erlernt, erlernte, hat erlernt		verb	B2+	to learn
ermitteln, ermittelt, ermittelte, hat ermittelt	ermitteln, ermittelt, ermittelte, hat ermittelt		verb	B1	to find out, investigate
Ermittler	der Ermittler, -		der	B2+	investigator
Ermittlung	die Ermittlung, -en		die	B1	investigation
ermöglichen, ermöglicht, ermöglichte, hat ermöglicht	ermöglichen, ermöglicht, ermöglichte, hat ermöglicht		verb	A2	to enable, allow
ermorden, ermordet, ermordete, hat ermordet	ermorden, ermordet, ermordete, hat ermordet		verb	B2+	to murder, kill
ernähren, ernährt, ernährte, hat ernährt	ernähren, ernährt, ernährte, hat ernährt		verb	B1	to feed, nourish, support
Ernährung	die Ernährung, -en		die	B1	food, diet
erneut	erneut		adj	B1	again, renewed
ernst	ernst		adj	B1	serious
ernsthaft	ernsthaft		adj	B2+	serious
ernten, erntet, erntete, hat geerntet	ernten, erntet, erntete, hat geerntet		verb	B2+	to harvest
erobern, erobert, eroberte, hat erobert	erobern, erobert, eroberte, hat erobert		verb	B2+	to conquer, take, win
eröffnen, eröffnet, eröffnete, hat eröffnet	eröffnen, eröffnet, eröffnete, hat eröffnet		verb	B1	to open, start
Eröffnung	die Eröffnung, -en		die	B2+	opening
erregen, erregt, erregte, hat erregt	erregen, erregt, erregte, hat erregt		verb	B2+	to arouse, attract, excite
Erregung	die Erregung, -en		die	B2+	excitement, thrill, agitation
erreichbar	erreichbar		adj	B2+	within reach, reachable
erreichen, erreicht, erreichte, hat erreicht	erreichen, erreicht, erreichte, hat erreicht		verb	A2	to achieve, reach
errichten, errichtet, errichtete, hat errichtet	errichten, errichtet, errichtete, hat errichtet		verb	B2+	to build, erect
Ersatz	der Ersatz, -̈e		der	B2+	replacement, compensation
erscheinen, erscheint, erschien, ist erschienen	erscheinen, erscheint, erschien, ist erschienen		verb	A2	to appear
Erscheinung	die Erscheinung, -en		die	B2+	phenomenon, appearance
erschießen, erschießt, erschoss, hat erschossen	erschießen, erschießt, erschoss, hat erschossen		verb	B2+	to shoot
erschließen, erschließt, erschloss, hat erschlossen	erschließen, erschließt, erschloss, hat erschlossen		verb	B2+	to develop, tap, make out
erschöpfen, erschöpft, erschöpfte, hat erschöpft	erschöpfen, erschöpft, erschöpfte, hat erschöpft		verb	B2+	to exhaust
erschrecken, erschreckt, erschreckte, hat erschreckt	erschrecken, erschreckt, erschreckte, hat erschreckt		verb	B1	to frighten, be startled
erschüttern, erschüttert, erschütterte, hat erschüttert	erschüttern, erschüttert, erschütterte, hat erschüttert		verb	B2+	to shake, shock
erschweren, erschwert, erschwerte, hat erschwert	erschweren, erschwert, erschwerte, hat erschwert		verb	B2+	to complicate, make more difficult
ersetzen, ersetzt, ersetzte, hat ersetzt	ersetzen, ersetzt, ersetzte, hat ersetzt		verb	B1	to replace, reimburse
ersparen, erspart, ersparte, hat erspart	ersparen, erspart, ersparte, hat erspart		verb	B2+	to save, spare
erst	erst		adv, part	A1	first, only, not until
erstaunen, erstaunt, erstaunte, ist erstaunt	erstaunen, erstaunt, erstaunte, ist erstaunt		verb	B2+	to astonish
erstaunlich	erstaunlich		adj	B1	astonishing
Erste	die Erste		der, die	A1	first
erste	erste (r, s)		adj	A1	first
erstellen, erstellt, erstellte, hat erstellt	erstellen, erstellt, erstellte, hat erstellt		verb	B1	to build, draw up, produce
Erstellung	die Erstellung, -en		die	B2+	preparation, creation
erstmals	erstmals		adv	B1	for the first time
erstrecken, erstreckt, erstreckte, hat erstreckt	erstrecken (sich), erstreckt, erstreckte, hat erstreckt		verb	B2+	to extend, include
erteilen, erteilt, erteilte, hat erteilt	erteilen, erteilt, erteilte, hat erteilt		verb	B2+	to give
Ertrag	der Ertrag, -̈e		der	B2+	yield
ertragen, erträgt, ertrug, hat ertragen	ertragen, erträgt, ertrug, hat ertragen		verb	B2+	to bear
erwachen, erwacht, erwachte, ist erwacht	erwachen, erwacht, erwachte, ist erwacht		verb	B2+	to wake up
erwachsen	erwachsen		adj	B2+	adult, grown-up
Erwachsene	die Erwachsene		der, die	A1	adult, grown-up
erwähnen, erwähnt, erwähnte, hat erwähnt	erwähnen, erwähnt, erwähnte, hat erwähnt		verb	B1	to mention
erwarten, erwartet, erwartete, hat erwartet	erwarten, erwartet, erwartete, hat erwartet		verb	A1	to expect
Erwartung	die Erwartung, -en		die	B1	expectation
erwecken, erweckt, erweckte, hat erweckt	erwecken, erweckt, erweckte, hat erweckt		verb	B2+	to wake, awaken
erweisen, erweist, erwies, hat erwiesen	erweisen, erweist, erwies, hat erwiesen		verb	B1	to prove
erweitern, erweitert, erweiterte, hat erweitert	erweitern, erweitert, erweiterte, hat erweitert		verb	B1	to widen, expand
Erweiterung	die Erweiterung, -en		die	B2+	expansion, extension
Erwerb	der Erwerb, -e		der	B2+	acquisition, purchase
erwerben, erwirbt, erwarb, hat erworben	erwerben, erwirbt, erwarb, hat erworben		verb	B1	to acquire, purchase
erwidern, erwidert, erwiderte, hat erwidert	erwidern, erwidert, erwiderte, hat erwidert		verb	B1	to reply
erwischen, erwischt, erwischte, hat erwischt	erwischen, erwischt, erwischte, hat erwischt		verb	B2+	to catch
erzählen, erzählt, erzählte, hat erzählt	erzählen, erzählt, erzählte, hat erzählt		verb	A1	to tell
Erzähler	der Erzähler, -		der	B1	storyteller, narrator
Erzählung	die Erzählung, -en		die	B1	narration, story
erzeugen, erzeugt, erzeugte, hat erzeugt	erzeugen, erzeugt, erzeugte, hat erzeugt		verb	B1	to produce, generate
Erziehung	die Erziehung		die	B2+	upbringing, education
erzielen, erzielt, erzielte, hat erzielt	erzielen, erzielt, erzielte, hat erzielt		verb	B1	to achieve, reach
es	es		pron	A1	it
essen, isst, aß, hat gegessen	essen, isst, aß, hat gegessen		verb	A1	to eat
etablieren, etabliert, etablierte, hat etabliert	etablieren, etabliert, etablierte, hat etabliert		verb	B2+	to establish
Etage	die Etage, -n		die	B1	floor, level, story
etc.	etc.		adv	B1	etc.
ethisch	ethisch		adj	B2+	ethical
etliche	etliche		pron	B2+	quite a few
etwa	etwa		adv, part	B1	about, approximately; after all
etwas	etwas		pron	A2	something, some, a little
EU	EU (Europäische Union)		die	A2	EU
euch	euch		pron	A1	you, yourselves
euer	euer		pron	A1	your
EU-Kommission	die EU-Kommission		die	B2+	European Commission
Euro	der Euro, -s		der	A1	euro (unit of currency)
Europa	Europa		das	A1	Europe
Europäer	der Europäer, -		der	B2+	European
europäisch	europäisch		adj	A1	European
evangelisch	evangelisch		adj	B2+	Protestant
eventuell	eventuell		adj	B1	possible
Evolution	die Evolution, -en		die	B2+	evolution
ewig	ewig		adj	B1	eternal
Ewigkeit	die Ewigkeit, -en		die	B2+	eternity
exakt	exakt		adj	B1	exact
Examen	das Examen, -ia		das	B2+	exam
Exemplar	das Exemplar, -e		das	B2+	copy, piece
Existenz	die Existenz, -en		die	B1	existence
existieren, existiert, existierte, hat existiert	existieren, existiert, existierte, hat existiert		verb	B1	to exist
Experiment	das Experiment, -e		das	B1	experiment
experimentell	experimentell		adj	B2+	experimental
Experte	der Experte, -n		der	B1	expert
explizit	explizit		adj	B2+	explicit
Explosion	die Explosion, -en		die	B2+	explosion
Export	der Export, -e		der	B1	export
extern	extern		adj	B1	external
extra	extra		adv	B1	separately, extra
extrem	extrem		adj	B1	extreme
EZB	EZB (Europäische Zentralbank)		die	B2+	European Central Bank
Fabrik	die Fabrik, -en		die	B1	factory
Fach	das Fach, -̈er		das	A2	compartment, subject
Fachbereich	der Fachbereich, -e		der	B2+	(academic) department, field
Fachhochschule	die Fachhochschule, -n		die	B2+	technical college, university of applied sciences
fachlich	fachlich		adj	B2+	specialist, technical, professional
Fachsprache	die Fachsprache, -n		die	B2+	technical language
Faden	der Faden, -̈		der	B2+	thread
fähig	fähig		adj	B2+	able
Fähigkeit	die Fähigkeit, -en		die	B1	ability, capability
Fahne	die Fahne, -n		die	B2+	flag
fahren, fährt, fuhr, ist gefahren	fahren, fährt, fuhr, ist gefahren		verb	A1	to drive, ride, go
Fahrer	der Fahrer, -		der	A1	driver
Fahrrad	das Fahrrad, -̈er		das	A1	bicycle
Fahrt	die Fahrt, -en		die	B1	drive, trip
Fahrzeug	das Fahrzeug, -e		das	B1	vehicle
fair	fair		adj	B1	fair
Fakt	der Fakt, -en		der	B2+	fact
Faktor	der Faktor, -en		der	B1	factor
Fakultät	die Fakultät, -en		die	B2+	faculty
Fall	der Fall, -̈e		der	B1	fall, case
Falle	die Falle, -n		die	B1	trap
fallen, fällt, fiel, ist gefallen	fallen, fällt, fiel, ist gefallen		verb	A2	to fall
falls	falls		conj	B1	in case, if
falsch	falsch		adj	A1	false, wrong
familiär	familiär		adj	B2+	family, familial, close
Familie	die Familie, -n		die	A1	family
Fan	der Fan, -s		der	A2	fan, supporter
fangen, fängt, fing, hat gefangen	fangen, fängt, fing, hat gefangen		verb	B1	to catch
Farbe	die Farbe, -n		die	A1	color
färben, färbt, färbte, hat gefärbt	färben, färbt, färbte, hat gefärbt		verb	B2+	to color, dye
Faser	die Faser, -n		die	B2+	fiber
Fass	das Fass, -̈er		das	B2+	keg, barrel
Fassade	die Fassade, -n		die	B2+	facade, front
fassen, fasst, fasste, hat gefasst	fassen, fasst, fasste, hat gefasst		verb	B1	to grab, grasp, hold
Fassung	die Fassung, -en		die	B2+	version, composure, socket
fast	fast		adv	A2	almost
faszinieren, fasziniert, faszinierte, hat fasziniert	faszinieren, fasziniert, faszinierte, hat fasziniert		verb	B2+	to fascinate
faul	faul		adj	A2	lazy
Faust	die Faust, -̈e		die	B2+	fist
Favorit	der Favorit, -en		der	B2+	favorite
Fazit	das Fazit, -s		das	B2+	summary, conclusion
FDP	FDP (Freie Demokratische Partei)		die	B1	FDP
Februar	der Februar, -e		der	B1	February
Feder	die Feder, -n		die	B2+	feather
fehlen, fehlt, fehlte, hat gefehlt	fehlen, fehlt, fehlte, hat gefehlt		verb	A1	to lack, be missing, be absent
Fehler	der Fehler, -		der	A1	mistake, error
feiern, feiert, feierte, hat gefeiert	feiern, feiert, feierte, hat gefeiert		verb	A1	to celebrate
fein	fein		adj	B1	fine
Feind	der Feind, -e		der	B2+	enemy
Feld	das Feld, -er		das	B1	field
Fell	das Fell, -e		das	B2+	fur, coat, skin
